Ewilan;Bjorn;Ewilan;Bottero;0;Fantasy;Inconnu;
Ewilan;Maniel;Ewilan;Bottero;0;Fantasy;Inconnu;
Ewilan;Sayanel;Ewilan;Bottero;0;Fantasy;Inconnu;
Ewilan;Jilano;Ewilan;Bottero;0;Fantasy;Inconnu;
Ewilan;Amhour;Ewilan;Bottero;0;Fantasy;Inconnu;
Ewilan;Chiam Vite;Ewilan;Bottero;0;Fantasy;Inconnu;
Ewilan;Siam;Ewilan;Bottero;0;Fantasy;Inconnu;
Ewilan;Merwin;Ewilan;Bottero;0;Fantasy;Inconnu;Désarmé
Ewilan;Riburn Alquin;Ewilan;Bottero;0;Fantasy;Inconnu;Troll
Ewilan;Illian;Ewilan;Bottero;0;Fantasy;Inconnu;Désarmé
Fablehaven;Kendra Sorrenson;;;;;;
Fablehaven;Seth Sorrenson;;;;;;
Fablehaven;Tanu;;;;;;
Fablehaven;Coulter;;;;;;
Fablehaven;Vanessa;;;;;;
Fablehaven;Warren;;;;;;
Fate;Heracles;;;;;;
Fate;Shirou;;;;;;
Fate;Gilgamesh;;;;;;
Fate;Kirei Kotomine;;;;;;
Fate;Alexander (Rider);;;;;;
Fate;Cu Chulainn (Lancer);;;;;;
Fate;Bluebeard (Caster);;;;;;
Fondation;Speaker Gendibal;Fondation;Asimov;0;Science Fiction;default;
Fullmetal Alchemist;Edward Elric;;;;;;
Fullmetal Alchemist;Alphonse Elric;;;;;;
Fullmetal Alchemist;Kimby;;;;;;
Fullmetal Alchemist;Armstrong;;;;;;
Fullmetal Alchemist;Wrath;;;;;;
Fullmetal Alchemist;Glutonny;;;;;;
Fullmetal Alchemist;Lust;;;;;;
Fullmetal Alchemist;Mustang;;;;;;
Fullmetal Alchemist;Pride;;;;;;
Fullmetal Alchemist;Envy;;;;;;
Fullmetal Alchemist;Sloth;;;;;;
Fullmetal Alchemist;Greed;;;;;;
Fullmetal Alchemist;Father;;;;;;
Halo;Master Chief;;;;;;
Halo;Cortana;;;;;;
Harry Potter;Harry Potter;Harry Potter;Rowling;0;default;default;
Harry Potter;Hermione;Harry Potter;Rowling;0;default;default;
Harry Potter;Ron;Harry Potter;Rowling;0;default;default;
Harry Potter;Neuville;Harry Potter;Rowling;0;default;default;
Harry Potter;Voldemort;Harry Potter;Rowling;0;default;default;
Hell;The Devil;;;;;;
Hell;Lilith;;;;;;
Hellsing;Alucard;;;;;;
Hellsing;Walter C Dorneaz;;;;;;
Hellsing;Alexander Anderson;;;;;;
Hellsing;Celas Victoria;;;;;;
Incredibles;Violet Parr;;;;;;
Incredibles;Helen Parr;;;;;;
Incredibles;Bob Parr;;;;;;
Incredibles;Dash Parr;;;;;;
Incredibles;Frozone;;;;;;
Incredibles;Syndrome;;;;;;
King Kong;King Kong;IRL;Film;0;Fantastique;default;
L'Autre;Nathan;Ewilan;Bottero;0;Fantastique;default;
L'Autre;Shaé;Ewilan;Bottero;0;Fantastique;default;
L'Autre;Elio;Ewilan;Bottero;0;Fantasy;default;
L'Autre;Eryn;Ewilan;Bottero;0;Fantasy;default;
L'Autre;Jaalab;Ewilan;Bottero;0;Fantastique;default;
L'Autre;Onjü;Ewilan;Bottero;0;Fantastique;default;
La Horde du Contrevent;Erg Machaon;La Horde du Contrevent;Damasio;0;Fantasy;default;
League of Legends;Annie;;;;;;
League of Legends;Jinx;;;;;;
League of Legends;Yasuo;;;;;;
League of Legends;Mundo;;;;;;
League of Legends;Veigar;;;;;;
League of Legends;Evelynn;;;;;;
Marvel;Captain America;;;;;;
Marvel;Iron Man;;;;;;
Marvel;Spiderman;;;;;;
Marvel;Hawkeye;;;;;;
Marvel;Black Widow;;;;;;
Marvel;Hulk;;;;;;
Marvel;Wolverine;;;;;;
Marvel;Thor;;;;;;
Marvel;Loki;;;;;;
Marvel;Magneto;;;;;;
Marvel;Deadpool;;;;;;
Marvel;Mystic;;;;;;
Marvel;Prof. Xavier;;;;;;
Mass Effect;Shepard;;;;;;
Mass Effect;Jack;;;;;;
Mass Effect;Miranda;;;;;;
Mass Effect;James;;;;;;
Mass Effect;Joker;;;;;;
Mass Effect;Jacob;;;;;;
Mass Effect;Zaeed;;;;;;
Mass Effect;EDI;;;;;;
Matrix;Neo;;;;;;
Matrix;Trinity;;;;;;
Matrix;Morpheus;;;;;;
Mythologie grecque;Hadès;Mythologie grecque;Religions;0;default;default;
Mythologie grecque;Poséidon;Mythologie grecque;Religions;0;default;default;
Naruto;Naruto;Naruto;Kishimoto;0;default;default;
Naruto;Sasuke;Naruto;Kishimoto;0;default;default;
Naruto;Kakashi;Naruto;Kishimoto;0;default;default;
Naruto;Orochimaru;Naruto;Kishimoto;0;default;default;
Naruto;Gaara;;;;;;
Olympus;Zeus;;;;;;
Olympus;Poseidon;;;;;;
Olympus;Hades;;;;;;
Olympus;Ares;;;;;;
Olympus;Athena;;;;;;
Olympus;Dyonisos;;;;;;
Olympus;Aphrodite;;;;;;
Olympus;Apollon;;;;;;
Olympus;Demeter;;;;;;
Olympus;Hera;;;;;;
Olympus;Ephaistos;;;;;;
Olympus;Artemis;;;;;;
One Piece;Luffy;One Piece;Oda;0;default;default;
One Piece;Zorro;One Piece;Oda;0;default;default;
One Piece;Nami;One Piece;Oda;0;default;default;
One Piece;Eusope;One Piece;Oda;0;default;default;
One Piece;Sandy;One Piece;Oda;0;default;default;
Other;James Bond;;;;;;
Other;Maxine Caulfield;;;;;;
Other;Indiana Jones;;;;;;
Other;Elsa;;;;;;
Other;Little Red Hood;;;;;;
Other;Kira;;;;;;
Other;Lovecraft;;;;;;
Other;Inspector Gadget;;;;;;
Other;Portal Girl;;;;;;
Other;Gordon Freeman;;;;;;
Other;Lelouch De Britania;;;;;;
Other;Dovahkiin;;;;;;
Other;Corvo;;;;;;
Other;Frankeinstein's creature;;;;;;
Other;Rayman;;;;;;
Other;The Kid;;;;;;
Other;Rambo;;;;;;
Overwatch;Genji;;;;;;
Overwatch;McCree;;;;;;
Overwatch;Pharah;;;;;;
Overwatch;Reaper;;;;;;
Overwatch;Bastion;;;;;;
Overwatch;Hanzo;;;;;;
Overwatch;Junkrat;;;;;;
Overwatch;Mei;;;;;;
Overwatch;D.Va;;;;;;
Overwatch;Reinhardt;;;;;;
Overwatch;Roadhog;;;;;;
Overwatch;Winston;;;;;;
Overwatch;Ana;;;;;;
Overwatch;Lucio;;;;;;
Overwatch;Mercy;;;;;;
Overwatch;Symmetra;;;;;;
Overwatch;Soldier 76;;;;;;
Overwatch;Tracer;;;;;;
Overwatch;Torbjorn;;;;;;
Overwatch;Widowmaker;;;;;;
Overwatch;Zarya;;;;;;
Overwatch;Zenyatta;;;;;;
Percy Jackson;Percy Jackson;;;;;;
Percy Jackson;Thalia Grace;;;;;;
Percy Jackson;Medusa;;;;;;
Pirate des Caraïbes;Jack Sparrow;Pirate des Caraïbes;Disney;0;default;default;
Pirate des Caraïbes;Barbossa;Pirate des Caraïbes;Disney;0;default;default;
Pirate des Caraïbes;Davy Johnes;Pirate des Caraïbes;Disney;0;default;default;
Pirate des Caraïbes;Calypso;Pirate des Caraïbes;Disney;0;default;default;
Pokemons;Ash;;;;;;
Pokemons;Misty;;;;;;
Pokemons;Brock;;;;;;
Portal;Portal Girl;Portal;Valve;0;default;default;
Royal Assassine;FitzChivalry;;;;;;
Royal Assassine;Burrich;;;;;;
Royal Assassine;Lourd;;;;;;
Smash Bros;Lucas;;;;;;
Smash Bros;Ike;;;;;;
Smash Bros;Samus;;;;;;
Smash Bros;Unarmored Samus;;;;;;
Smash Bros;Shulk;;;;;;
Smash Bros;Villager;;;;;;
Star Wars;Obi-One Kenoby;Star Wars;Georges Lucas;0;Science Fiction;default;
Star Wars;Han Solo;Star Wars;Georges Lucas;0;Science Fiction;default;
Star Wars;Bobba Fett;Star Wars;Georges Lucas;0;Science Fiction;default;
Star Wars;Dark Vador;Star Wars;Georges Lucas;0;Science Fiction;default;
Star Wars;Dark Sidious;Star Wars;Georges Lucas;0;Science Fiction;default;
Star Wars;Maître Yoda;Star Wars;Georges Lucas;0;Science Fiction;default;
Star Wars;Qui-Gon Jinn;;;;;;
Star Wars;Leia Organa;;;;;;
Starcraft 2;Jim Raynors;;;;;;
Starcraft 2;Sarah Kerrigan;;;;;;
Starcraft 2;Tychus Findlay;;;;;;
Starcraft 2;Nova;;;;;;
Starcraft 2;Gabriel Tosh;;;;;;
Starcraft 2;Zeratul;;;;;;
Starcraft 2;Artanis;;;;;;
Terminator;Sarah Connor;;;;;;
Terminator;T-800;;;;;;
Terminator;T-1000;;;;;;
Terminator;TX;;;;;;
The Lord of the Rings;Legolas;The Lord of the Rings;Tolkien;0;default;default;
The Lord of the Rings;Gimli;The Lord of the Rings;Tolkien;0;default;default;
The Lord of the Rings;Gandalf;The Lord of the Rings;Tolkien;0;default;default;
The Lord of the Rings;Sauron;The Lord of the Rings;Tolkien;0;default;default;
The Lord of the Rings;Saroumane;The Lord of the Rings;Tolkien;0;default;default;
The Lord of the Rings;Aragorn;The Lord of the Rings;Tolkien;0;default;default;
The Lord of the Rings;Boromir;The Lord of the Rings;Tolkien;0;default;default;
The Lord of the Rings;Frodon;The Lord of the Rings;Tolkien;0;default;default;
The Lord of the Rings;Sam;The Lord of the Rings;Tolkien;0;default;default;
The Lord of the Rings;Sylvebarbe;The Lord of the Rings;Tolkien;0;default;default;
The Lord of the Rings;Le Balrog;The Lord of the Rings;Tolkien;0;default;default;
V for Vendetta;V;IRL;Film;0;Fantastique;default;
Warcraft 3;Thrall;;;;;;
Warcraft 3;Illidan;;;;;;
Warcraft 3;Arthas;;;;;;
Zelda;Link;;;;;;
Zelda;Zelda;;;;;;
Zelda;Ganondorf;;;;;;
Zelda;Xantos;;;;;;
